,date,매출액,매출원가,매출총이익,영업이익,순이익,자산총계,매출총이익률,영업이익률,주당순이익EPS(달러),주가수익배수PER(배),총자산이익률ROA(%)
726,2017-10-19,12395.74801061008,9654.80901856764,2740.9389920424405,-620.3607427055703,-808.8912466843501,26798.885941644563,22.869355933290468,-5.743318620778329,-0.9728912466843501,-73.65549071618037,-3.479575596816976
727,2017-10-20,12425.965517241379,9680.689655172413,2745.2758620689656,-619.5862068965517,-809.448275862069,26808.689655172413,22.85590529450626,-5.730200660925492,-0.973448275862069,-73.6051724137931,-3.4793103448275864
728,2017-10-23,12456.18302387268,9706.570291777189,2749.6127320954906,-618.8116710875331,-810.0053050397878,26818.493368700267,22.842454655722058,-5.717082701072654,-0.9740053050397878,-73.55485411140583,-3.4790450928381964
729,2017-10-24,12486.40053050398,9732.450928381963,2753.9496021220157,-618.0371352785146,-810.5623342175066,26828.297082228117,22.82900401693785,-5.703964741219817,-0.9745623342175066,-73.50453580901856,-3.4787798408488064
730,2017-10-25,12516.618037135278,9758.331564986738,2758.286472148541,-617.262599469496,-811.1193633952255,26838.100795755967,22.81555337815365,-5.690846781366979,-0.9751193633952255,-73.4542175066313,-3.4785145888594164
731,2017-10-26,12546.835543766578,9784.212201591512,2762.623342175066,-616.4880636604775,-811.6763925729443,26847.90450928382,22.80210273936944,-5.677728821514142,-0.9756763925729444,-73.40389920424403,-3.4782493368700265
732,2017-10-27,12577.053050397877,9810.092838196288,2766.9602122015913,-615.7135278514588,-812.2334217506632,26857.70822281167,22.78865210058524,-5.664610861661304,-0.9762334217506632,-73.35358090185676,-3.4779840848806365
733,2017-10-30,12607.270557029178,9835.973474801061,2771.297082228117,-614.9389920424403,-812.7904509283819,26867.511936339524,22.775201461801032,-5.651492901808467,-0.976790450928382,-73.30326259946949,-3.4777188328912465
734,2017-10-31,12637.488063660478,9861.854111405835,2775.633952254642,-614.1644562334218,-813.3474801061008,26877.315649867374,22.76175082301683,-5.638374941955629,-0.9773474801061008,-73.25294429708222,-3.477453580901857
735,2017-11-01,12667.705570291777,9887.734748010611,2779.970822281167,-613.3899204244032,-813.9045092838196,26887.119363395224,22.748300184232622,-5.625256982102791,-0.9779045092838197,-73.20262599469496,-3.477188328912467
736,2017-11-02,12697.923076923076,9913.615384615385,2784.3076923076924,-612.6153846153846,-814.4615384615385,26896.923076923078,22.73484954544842,-5.612139022249954,-0.9784615384615385,-73.15230769230769,-3.476923076923077
737,2017-11-03,12728.140583554377,9939.496021220159,2788.6445623342174,-611.840848806366,-815.0185676392573,26906.726790450928,22.721398906664213,-5.599021062397116,-0.9790185676392573,-73.10198938992042,-3.476657824933687
738,2017-11-06,12758.358090185677,9965.376657824934,2792.9814323607425,-611.0663129973475,-815.5755968169761,26916.530503978778,22.70794826788001,-5.585903102544279,-0.9795755968169761,-73.05167108753315,-3.476392572944297
739,2017-11-07,12788.575596816976,9991.257294429708,2797.318302387268,-610.2917771883289,-816.132625994695,26926.334217506632,22.694497629095803,-5.572785142691441,-0.980132625994695,-73.00135278514588,-3.476127320954907
740,2017-11-08,12818.793103448275,10017.137931034482,2801.655172413793,-609.5172413793103,-816.6896551724138,26936.137931034482,22.6810469903116,-5.559667182838604,-0.9806896551724138,-72.95103448275862,-3.475862068965517
741,2017-11-09,12849.010610079575,10043.018567639258,2805.992042440318,-608.7427055702917,-817.2466843501327,26945.941644562336,22.667596351527393,-5.5465492229857665,-0.9812466843501326,-72.90071618037135,-3.475596816976127
742,2017-11-10,12879.228116710876,10068.899204244031,2810.3289124668436,-607.9681697612732,-817.8037135278514,26955.745358090186,22.654145712743187,-5.533431263132929,-0.9818037135278515,-72.85039787798408,-3.4753315649867376
743,2017-11-13,12909.445623342175,10094.779840848807,2814.6657824933686,-607.1936339522547,-818.3607427055703,26965.549071618036,22.640695073958984,-5.5203133032800915,-0.9823607427055703,-72.80007957559681,-3.4750663129973476
744,2017-11-14,12939.663129973474,10120.66047745358,2819.0026525198937,-606.419098143236,-818.9177718832891,26975.35278514589,22.627244435174777,-5.507195343427254,-0.9829177718832891,-72.74976127320954,-3.4748010610079576
745,2017-11-15,12969.880636604776,10146.541114058356,2823.339522546419,-605.6445623342175,-819.474801061008,26985.15649867374,22.613793796390574,-5.4940773835744166,-0.9834748010610079,-72.69944297082228,-3.4745358090185676
746,2017-11-16,13000.098143236075,10172.42175066313,2827.676392572944,-604.8700265251989,-820.0318302387268,26994.960212201593,22.600343157606368,-5.480959423721579,-0.9840318302387268,-72.64912466843501,-3.4742705570291776
747,2017-11-17,13030.315649867374,10198.302387267904,2832.0132625994693,-604.0954907161804,-820.5888594164456,27004.763925729443,22.586892518822165,-5.467841463868742,-0.9845888594164456,-72.59880636604774,-3.4740053050397877
748,2017-11-20,13060.533156498674,10224.18302387268,2836.350132625995,-603.3209549071618,-821.1458885941645,27014.567639257293,22.573441880037958,-5.454723504015904,-0.9851458885941644,-72.54848806366049,-3.4737400530503977
749,2017-11-21,13090.750663129973,10250.063660477454,2840.68700265252,-602.5464190981432,-821.7029177718833,27024.371352785147,22.559991241253755,-5.441605544163067,-0.9857029177718833,-72.49816976127322,-3.473474801061008
750,2017-11-22,13120.968169761272,10275.944297082227,2845.023872679045,-601.7718832891246,-822.2599469496021,27034.175066312997,22.54654060246955,-5.428487584310229,-0.9862599469496022,-72.44785145888595,-3.473209549071618
751,2017-11-24,13151.185676392573,10301.824933687003,2849.3607427055704,-600.9973474801061,-822.8169761273209,27043.97877984085,22.533089963685345,-5.415369624457392,-0.986816976127321,-72.39753315649868,-3.472944297082228
752,2017-11-27,13181.403183023873,10327.705570291777,2853.6976127320954,-600.2228116710876,-823.3740053050398,27053.7824933687,22.51963932490114,-5.402251664604554,-0.9873740053050398,-72.34721485411141,-3.472679045092838
753,2017-11-28,13211.620689655172,10353.58620689655,2858.0344827586205,-599.448275862069,-823.9310344827586,27063.58620689655,22.506188686116936,-5.389133704751717,-0.9879310344827587,-72.29689655172415,-3.472413793103448
754,2017-11-29,13241.838196286473,10379.466843501326,2862.371352785146,-598.6737400530504,-824.4880636604775,27073.389920424404,22.49273804733273,-5.376015744898879,-0.9884880636604775,-72.24657824933688,-3.4721485411140582
755,2017-11-30,13272.055702917773,10405.347480106102,2866.708222811671,-597.8992042440318,-825.0450928381963,27083.193633952254,22.479287408548522,-5.362897785046042,-0.9890450928381963,-72.19625994694961,-3.4718832891246683
756,2017-12-01,13302.273209549072,10431.228116710876,2871.045092838196,-597.1246684350133,-825.6021220159151,27092.997347480105,22.46583676976432,-5.349779825193204,-0.9896021220159151,-72.14594164456234,-3.4716180371352783
757,2017-12-04,13332.490716180371,10457.10875331565,2875.3819628647216,-596.3501326259947,-826.159151193634,27102.80106100796,22.452386130980113,-5.336661865340366,-0.990159151193634,-72.09562334217507,-3.4713527851458887
758,2017-12-05,13362.70822281167,10482.989389920425,2879.7188328912466,-595.5755968169761,-826.7161803713528,27112.60477453581,22.43893549219591,-5.323543905487529,-0.9907161803713528,-72.0453050397878,-3.4710875331564988
759,2017-12-06,13392.92572944297,10508.8700265252,2884.0557029177717,-594.8010610079575,-827.2732095490716,27122.408488063662,22.425484853411703,-5.310425945634691,-0.9912732095490716,-71.99498673740054,-3.470822281167109
760,2017-12-07,13423.143236074271,10534.750663129973,2888.392572944297,-594.026525198939,-827.8302387267904,27132.212201591512,22.4120342146275,-5.297307985781854,-0.9918302387267904,-71.94466843501327,-3.470557029177719
761,2017-12-08,13453.36074270557,10560.631299734749,2892.729442970822,-593.2519893899205,-828.3872679045093,27142.015915119362,22.398583575843293,-5.284190025929016,-0.9923872679045093,-71.894350132626,-3.470291777188329
762,2017-12-11,13483.57824933687,10586.511936339522,2897.0663129973473,-592.4774535809019,-828.9442970822281,27151.819628647216,22.38513293705909,-5.271072066076179,-0.9929442970822281,-71.84403183023873,-3.470026525198939
763,2017-12-12,13513.79575596817,10612.392572944296,2901.4031830238728,-591.7029177718833,-829.501326259947,27161.623342175066,22.371682298274884,-5.257954106223341,-0.9935013262599469,-71.79371352785147,-3.469761273209549
764,2017-12-13,13544.01326259947,10638.273209549072,2905.740053050398,-590.9283819628647,-830.0583554376658,27171.427055702916,22.35823165949068,-5.244836146370504,-0.9940583554376657,-71.7433952254642,-3.4694960212201593
765,2017-12-14,13574.23076923077,10664.153846153846,2910.076923076923,-590.1538461538462,-830.6153846153846,27181.23076923077,22.344781020706474,-5.231718186517666,-0.9946153846153847,-71.69307692307693,-3.4692307692307693
766,2017-12-15,13604.448275862069,10690.034482758621,2914.4137931034484,-589.3793103448276,-831.1724137931035,27191.03448275862,22.33133038192227,-5.218600226664829,-0.9951724137931035,-71.64275862068966,-3.4689655172413794
767,2017-12-18,13634.665782493368,10715.915119363395,2918.7506631299734,-588.604774535809,-831.7294429708222,27200.838196286473,22.317879743138064,-5.205482266811991,-0.9957294429708223,-71.5924403183024,-3.4687002652519894
768,2017-12-19,13664.883289124667,10741.79575596817,2923.0875331564985,-587.8302387267904,-832.2864721485411,27210.641909814323,22.30442910435386,-5.192364306959154,-0.9962864721485412,-71.54212201591513,-3.4684350132625994
769,2017-12-20,13695.100795755969,10767.676392572945,2927.424403183024,-587.0557029177719,-832.8435013262599,27220.445623342173,22.290978465569655,-5.179246347106316,-0.99684350132626,-71.49180371352786,-3.4681697612732094
770,2017-12-21,13725.318302387268,10793.557029177719,2931.761273209549,-586.2811671087533,-833.4005305039788,27230.249336870027,22.27752782678545,-5.166128387253479,-0.9974005305039788,-71.44148541114059,-3.4679045092838194
771,2017-12-22,13755.535809018567,10819.437665782494,2936.098143236074,-585.5066312997347,-833.9575596816976,27240.053050397877,22.264077188001245,-5.153010427400641,-0.9979575596816976,-71.39116710875332,-3.4676392572944295
772,2017-12-26,13785.753315649868,10845.318302387268,2940.4350132625996,-584.7320954907161,-834.5145888594164,27249.85676392573,22.25062654921704,-5.139892467547804,-0.9985145888594165,-71.34084880636605,-3.46737400530504
773,2017-12-27,13815.970822281168,10871.198938992042,2944.7718832891246,-583.9575596816976,-835.0716180371353,27259.66047745358,22.237175910432835,-5.126774507694966,-0.9990716180371353,-71.29053050397879,-3.46710875331565
774,2017-12-28,13846.188328912467,10897.079575596817,2949.1087533156497,-583.1830238726791,-835.6286472148541,27269.46419098143,22.22372527164863,-5.113656547842129,-0.9996286472148541,-71.24021220159152,-3.46684350132626
775,2017-12-29,13876.405835543766,10922.960212201591,2953.445623342175,-582.4084880636605,-836.185676392573,27279.267904509285,22.210274632864426,-5.100538587989291,-1.000185676392573,-71.18989389920425,-3.46657824933687
776,2018-01-02,13906.623342175066,10948.840848806365,2957.7824933687,-581.6339522546419,-836.7427055702917,27289.071618037135,22.19682399408022,-5.087420628136454,-1.0007427055702918,-71.13957559681698,-3.46631299734748
777,2018-01-03,13936.840848806365,10974.72148541114,2962.1193633952253,-580.8594164456233,-837.2997347480106,27298.87533156499,22.183373355296016,-5.074302668283616,-1.0012997347480106,-71.08925729442971,-3.46604774535809
778,2018-01-04,13967.058355437666,11000.602122015916,2966.4562334217508,-580.0848806366048,-837.8567639257294,27308.67904509284,22.16992271651181,-5.061184708430779,-1.0018567639257294,-71.03893899204245,-3.4657824933687
779,2018-01-05,13997.275862068966,11026.48275862069,2970.793103448276,-579.3103448275862,-838.4137931034483,27318.48275862069,22.156472077727607,-5.048066748577941,-1.0024137931034482,-70.98862068965518,-3.4655172413793105
780,2018-01-08,14027.493368700265,11052.363395225464,2975.129973474801,-578.5358090185676,-838.9708222811671,27328.286472148542,22.1430214389434,-5.034948788725104,-1.002970822281167,-70.93830238726791,-3.4652519893899205
781,2018-01-09,14057.710875331566,11078.24403183024,2979.4668435013264,-577.761273209549,-839.527851458886,27338.090185676392,22.129570800159197,-5.021830828872266,-1.003527851458886,-70.88798408488064,-3.4649867374005305
782,2018-01-10,14087.928381962865,11104.124668435014,2983.8037135278514,-576.9867374005305,-840.0848806366048,27347.893899204246,22.11612016137499,-5.008712869019429,-1.0040848806366047,-70.83766578249337,-3.4647214854111406
783,2018-01-11,14118.145888594165,11130.005305039787,2988.1405835543765,-576.212201591512,-840.6419098143236,27357.697612732096,22.102669522590787,-4.995594909166591,-1.0046419098143236,-70.7873474801061,-3.4644562334217506
784,2018-01-12,14148.363395225464,11155.885941644563,2992.477453580902,-575.4376657824934,-841.1989389920425,27367.501326259946,22.08921888380658,-4.982476949313754,-1.0051989389920424,-70.73702917771884,-3.4641909814323606
785,2018-01-16,14178.580901856763,11181.766578249337,2996.814323607427,-574.6631299734748,-841.7559681697612,27377.3050397878,22.075768245022374,-4.9693589894609165,-1.0057559681697612,-70.68671087533157,-3.4639257294429706
786,2018-01-17,14208.798408488063,11207.64721485411,3001.151193633952,-573.8885941644562,-842.3129973474801,27387.10875331565,22.06231760623817,-4.956241029608079,-1.00631299734748,-70.6363925729443,-3.463660477453581
787,2018-01-18,14239.015915119362,11233.527851458886,3005.4880636604776,-573.1140583554377,-842.8700265251989,27396.9124668435,22.048866967453964,-4.9431230697552415,-1.0068700265251989,-70.58607427055703,-3.463395225464191
788,2018-01-19,14269.233421750663,11259.40848806366,3009.8249336870026,-572.3395225464191,-843.4270557029178,27406.716180371353,22.03541632866976,-4.930005109902404,-1.0074270557029177,-70.53575596816977,-3.463129973474801
789,2018-01-22,14299.450928381963,11285.289124668436,3014.1618037135277,-571.5649867374005,-843.9840848806366,27416.519893899203,22.021965689885555,-4.916887150049567,-1.0079840848806365,-70.4854376657825,-3.462864721485411
790,2018-01-23,14329.668435013264,11311.16976127321,3018.498673740053,-570.7904509283819,-844.5411140583554,27426.323607427057,22.00851505110135,-4.903769190196728,-1.0085411140583553,-70.43511936339523,-3.462599469496021
791,2018-01-24,14359.885941644563,11337.050397877985,3022.835543766578,-570.0159151193634,-845.0981432360743,27436.127320954907,21.995064412317145,-4.890651230343892,-1.0090981432360742,-70.38480106100796,-3.462334217506631
792,2018-01-25,14390.103448275862,11362.931034482759,3027.1724137931033,-569.2413793103449,-845.6551724137931,27445.931034482757,21.981613773532942,-4.877533270491053,-1.009655172413793,-70.3344827586207,-3.462068965517241
793,2018-01-26,14420.320954907162,11388.811671087533,3031.5092838196288,-568.4668435013263,-846.212201591512,27455.73474801061,21.968163134748735,-4.864415310638217,-1.010212201591512,-70.28416445623343,-3.461803713527851
794,2018-01-29,14450.538461538461,11414.692307692309,3035.846153846154,-567.6923076923077,-846.7692307692307,27465.53846153846,21.954712495964532,-4.851297350785378,-1.0107692307692309,-70.23384615384616,-3.4615384615384617
795,2018-01-30,14480.75596816976,11440.572944297082,3040.183023872679,-566.9177718832891,-847.3262599469496,27475.342175066315,21.941261857180326,-4.838179390932542,-1.0113262599469497,-70.18352785145889,-3.4612732095490717
796,2018-01-31,14510.97347480106,11466.453580901856,3044.5198938992044,-566.1432360742706,-847.8832891246684,27485.145888594165,21.927811218396123,-4.825061431079703,-1.0118832891246685,-70.13320954907162,-3.4610079575596817
